12-05-2015 18:01:08,,,,,,,,,,,
Iteration,Direction_Tx,Byte_All_Tx,Byte_Sequence_Tx,Value_Tx,Time_Tx,Direction_Rx,Byte_All_Rx,Byte_Sequence_Rx,Value_Rx,Time_Rx,Latency Tx -> Rx
528,Tx,6082560,11520,0xff,1431454198.338884,Rx,6082560,11520,0xff,1431454198.338884,0.0
529,Tx,6094080,11520,0xff,1431454199.346415,Rx,6094080,11520,0xff,1431454199.346415,0.0
530,Tx,6105600,11520,0xff,1431454200.353424,Rx,6105600,11520,0xff,1431454200.353424,0.0
531,Tx,6117120,11520,0xff,1431454201.351432,Rx,6117120,11520,0xff,1431454201.351432,0.0
532,Tx,6128640,11520,0xff,1431454202.349441,Rx,6128640,11520,0xff,1431454202.349441,0.0
533,Tx,6140160,11520,0xff,1431454203.350946,Rx,6140160,11520,0xff,1431454203.350946,0.0
534,Tx,6151680,11520,0xff,1431454204.350953,Rx,6151680,11520,0xff,1431454204.350953,0.0
535,Tx,6163200,11520,0xff,1431454205.349962,Rx,6163200,11520,0xff,1431454205.349962,0.0
536,Tx,6174720,11520,0xff,1431454206.345988,Rx,6174720,11520,0xff,1431454206.345988,0.0
537,Tx,6186240,11520,0xff,1431454207.353045,Rx,6186240,11520,0xff,1431454207.353045,0.0
538,Tx,6197760,11520,0xff,1431454208.361103,Rx,6197760,11520,0xff,1431454208.361103,0.0
539,Tx,6209280,11520,0xff,1431454209.368161,Rx,6209280,11520,0xff,1431454209.368161,0.0
540,Tx,6220800,11520,0xff,1431454210.376218,Rx,6220800,11520,0xff,1431454210.376218,0.0
541,Tx,6232320,11520,0xff,1431454211.383276,Rx,6232320,11520,0xff,1431454211.383276,0.0
542,Tx,6243840,11520,0xff,1431454212.390333,Rx,6243840,11520,0xff,1431454212.390333,0.0
543,Tx,6255360,11520,0xff,1431454213.398391,Rx,6255360,11520,0xff,1431454213.398391,0.0
544,Tx,6266880,11520,0xff,1431454214.405447,Rx,6266880,11520,0xff,1431454214.405447,0.0
545,Tx,6278400,11520,0xff,1431454215.412505,Rx,6278400,11520,0xff,1431454215.412505,0.0
546,Tx,6289920,11520,0xff,1431454216.419562,Rx,6289920,11520,0xff,1431454216.419562,0.0
547,Tx,6301440,11520,0xff,1431454217.42762,Rx,6301440,11520,0xff,1431454217.42762,0.0
548,Tx,6312960,11520,0xff,1431454218.435678,Rx,6312960,11520,0xff,1431454218.435678,0.0
549,Tx,6324480,11520,0xff,1431454219.443735,Rx,6324480,11520,0xff,1431454219.443735,0.0
550,Tx,6336000,11520,0xff,1431454220.450793,Rx,6336000,11520,0xff,1431454220.450793,0.0
551,Tx,6347520,11520,0xff,1431454221.45785,Rx,6347520,11520,0xff,1431454221.45785,0.0
552,Tx,6359040,11520,0xff,1431454222.464908,Rx,6359040,11520,0xff,1431454222.464908,0.0
553,Tx,6370560,11520,0xff,1431454223.474938,Rx,6370560,11520,0xff,1431454223.474938,0.0
554,Tx,6382080,11520,0xff,1431454224.474447,Rx,6382080,11520,0xff,1431454224.474447,0.0
555,Tx,6393600,11520,0xff,1431454225.474456,Rx,6393600,11520,0xff,1431454225.474456,0.0
556,Tx,6405120,11520,0xff,1431454226.482464,Rx,6405120,11520,0xff,1431454226.482464,0.0
557,Tx,6416640,11520,0xff,1431454227.472971,Rx,6416640,11520,0xff,1431454227.472971,0.0
558,Tx,6428160,11520,0xff,1431454228.481478,Rx,6428160,11520,0xff,1431454228.481478,0.0
559,Tx,6439680,11520,0xff,1431454229.479985,Rx,6439680,11520,0xff,1431454229.479985,0.0
560,Tx,6451200,11520,0xff,1431454230.477993,Rx,6451200,11520,0xff,1431454230.477993,0.0
561,Tx,6462720,11520,0xff,1431454231.474502,Rx,6462720,11520,0xff,1431454231.474502,0.0
562,Tx,6474240,11520,0xff,1431454232.473011,Rx,6474240,11520,0xff,1431454232.473011,0.0
563,Tx,6485760,11520,0xff,1431454233.48102,Rx,6485760,11520,0xff,1431454233.48102,0.0
564,Tx,6497280,11520,0xff,1431454234.474029,Rx,6497280,11520,0xff,1431454234.474029,0.0
565,Tx,6508800,11520,0xff,1431454235.482535,Rx,6508800,11520,0xff,1431454235.482535,0.0
566,Tx,6520320,11520,0xff,1431454236.481045,Rx,6520320,11520,0xff,1431454236.481045,0.0
567,Tx,6531840,11520,0xff,1431454237.482554,Rx,6531840,11520,0xff,1431454237.482554,0.0
568,Tx,6543360,11520,0xff,1431454238.50506,Rx,6543360,11520,0xff,1431454238.50506,0.0
569,Tx,6554880,11520,0xff,1431454239.501069,Rx,6554880,11520,0xff,1431454239.501069,0.0
570,Tx,6566400,11520,0xff,1431454240.504076,Rx,6566400,11520,0xff,1431454240.504076,0.0
571,Tx,6577920,11520,0xff,1431454241.501085,Rx,6577920,11520,0xff,1431454241.501085,0.0
572,Tx,6589440,11520,0xff,1431454242.507593,Rx,6589440,11520,0xff,1431454242.507593,0.0
573,Tx,6600960,11520,0xff,1431454243.500598,Rx,6600960,11520,0xff,1431454243.500598,0.0
574,Tx,6612480,11520,0xff,1431454244.505608,Rx,6612480,11520,0xff,1431454244.505608,0.0
575,Tx,6624000,11520,0xff,1431454245.501617,Rx,6624000,11520,0xff,1431454245.501617,0.0
576,Tx,6635520,11520,0xff,1431454246.505125,Rx,6635520,11520,0xff,1431454246.505125,0.0
577,Tx,6647040,11520,0xff,1431454247.506634,Rx,6647040,11520,0xff,1431454247.506634,0.0
578,Tx,6658560,11520,0xff,1431454248.504157,Rx,6658560,11520,0xff,1431454248.504157,0.0
579,Tx,6670080,11520,0xff,1431454249.501687,Rx,6670080,11520,0xff,1431454249.501687,0.0
580,Tx,6681600,11520,0xff,1431454250.504704,Rx,6681600,11520,0xff,1431454250.504704,0.0
581,Tx,6693120,11520,0xff,1431454251.509223,Rx,6693120,11520,0xff,1431454251.509223,0.0
582,Tx,6704640,11520,0xff,1431454252.51924,Rx,6704640,11520,0xff,1431454252.51924,0.0
583,Tx,6716160,11520,0xff,1431454253.516759,Rx,6716160,11520,0xff,1431454253.516759,0.0
584,Tx,6727680,11520,0xff,1431454254.517275,Rx,6727680,11520,0xff,1431454254.517275,0.0
585,Tx,6739200,11520,0xff,1431454255.520787,Rx,6739200,11520,0xff,1431454255.520787,0.0
586,Tx,6750720,11520,0xff,1431454256.522297,Rx,6750720,11520,0xff,1431454256.522297,0.0
587,Tx,6762240,11520,0xff,1431454257.519314,Rx,6762240,11520,0xff,1431454257.519314,0.0
588,Tx,6773760,11520,0xff,1431454258.536856,Rx,6773760,11520,0xff,1431454258.536856,0.0
589,Tx,6785280,11520,0xff,1431454259.554876,Rx,6785280,11520,0xff,1431454259.554876,0.0
590,Tx,6796800,11520,0xff,1431454260.562396,Rx,6796800,11520,0xff,1431454260.562396,0.0
591,Tx,6808320,11520,0xff,1431454261.556415,Rx,6808320,11520,0xff,1431454261.556415,0.0
592,Tx,6819840,11520,0xff,1431454262.560926,Rx,6819840,11520,0xff,1431454262.560926,0.0
593,Tx,6831360,11520,0xff,1431454263.560959,Rx,6831360,11520,0xff,1431454263.560959,0.0
594,Tx,6842880,11520,0xff,1431454264.561973,Rx,6842880,11520,0xff,1431454264.561973,0.0
595,Tx,6854400,11520,0xff,1431454265.58199,Rx,6854400,11520,0xff,1431454265.58199,0.0
596,Tx,6865920,11520,0xff,1431454266.587014,Rx,6865920,11520,0xff,1431454266.587014,0.0
597,Tx,6877440,11520,0xff,1431454267.579525,Rx,6877440,11520,0xff,1431454267.579525,0.0
598,Tx,6888960,11520,0xff,1431454268.588065,Rx,6888960,11520,0xff,1431454268.588065,0.0
599,Tx,6900480,11520,0xff,1431454269.587577,Rx,6900480,11520,0xff,1431454269.587577,0.0
600,Tx,6912000,11520,0xff,1431454270.596094,Rx,6912000,11520,0xff,1431454270.596094,0.0
