12-05-2015 18:01:08,,,,,,,,,,,
Iteration,Direction_Tx,Byte_All_Tx,Byte_Sequence_Tx,Value_Tx,Time_Tx,Direction_Rx,Byte_All_Rx,Byte_Sequence_Rx,Value_Rx,Time_Rx,Latency Tx -> Rx
262,Tx,3018240,11520,0xff,1431453931.186179,Rx,3018240,11520,0xff,1431453931.186179,0.0
263,Tx,3029760,11520,0xff,1431453932.183189,Rx,3029760,11520,0xff,1431453932.183189,0.0
264,Tx,3041280,11520,0xff,1431453933.191196,Rx,3041280,11520,0xff,1431453933.191196,0.0
265,Tx,3052800,11520,0xff,1431453934.216205,Rx,3052800,11520,0xff,1431453934.216205,0.0
266,Tx,3064320,11520,0xff,1431453935.20921,Rx,3064320,11520,0xff,1431453935.20921,0.0
267,Tx,3075840,11520,0xff,1431453936.214717,Rx,3075840,11520,0xff,1431453936.214717,0.0
268,Tx,3087360,11520,0xff,1431453937.209234,Rx,3087360,11520,0xff,1431453937.210234,999.9275207519531
269,Tx,3098880,11520,0xff,1431453938.222741,Rx,3098880,11520,0xff,1431453938.222741,0.0
270,Tx,3110400,11520,0xff,1431453939.219246,Rx,3110400,11520,0xff,1431453939.219246,0.0
271,Tx,3121920,11520,0xff,1431453940.219255,Rx,3121920,11520,0xff,1431453940.219255,0.0
272,Tx,3133440,11520,0xff,1431453941.227765,Rx,3133440,11520,0xff,1431453941.227765,0.0
273,Tx,3144960,11520,0xff,1431453942.220772,Rx,3144960,11520,0xff,1431453942.220772,0.0
274,Tx,3156480,11520,0xff,1431453943.220278,Rx,3156480,11520,0xff,1431453943.220278,0.0
275,Tx,3168000,11520,0xff,1431453944.219784,Rx,3168000,11520,0xff,1431453944.219784,0.0
276,Tx,3179520,11520,0xff,1431453945.226792,Rx,3179520,11520,0xff,1431453945.226792,0.0
277,Tx,3191040,11520,0xff,1431453946.223302,Rx,3191040,11520,0xff,1431453946.223302,0.0
278,Tx,3202560,11520,0xff,1431453947.222811,Rx,3202560,11520,0xff,1431453947.222811,0.0
279,Tx,3214080,11520,0xff,1431453948.225318,Rx,3214080,11520,0xff,1431453948.225318,0.0
280,Tx,3225600,11520,0xff,1431453949.224825,Rx,3225600,11520,0xff,1431453949.224825,0.0
281,Tx,3237120,11520,0xff,1431453950.243831,Rx,3237120,11520,0xff,1431453950.243831,0.0
282,Tx,3248640,11520,0xff,1431453951.242339,Rx,3248640,11520,0xff,1431453951.242339,0.0
283,Tx,3260160,11520,0xff,1431453952.250846,Rx,3260160,11520,0xff,1431453952.250846,0.0
284,Tx,3271680,11520,0xff,1431453953.244853,Rx,3271680,11520,0xff,1431453953.244853,0.0
285,Tx,3283200,11520,0xff,1431453954.242362,Rx,3283200,11520,0xff,1431453954.242362,0.0
286,Tx,3294720,11520,0xff,1431453955.251402,Rx,3294720,11520,0xff,1431453955.251402,0.0
287,Tx,3306240,11520,0xff,1431453956.257431,Rx,3306240,11520,0xff,1431453956.257431,0.0
288,Tx,3317760,11520,0xff,1431453957.250464,Rx,3317760,11520,0xff,1431453957.250464,0.0
289,Tx,3329280,11520,0xff,1431453958.262979,Rx,3329280,11520,0xff,1431453958.262979,0.0
290,Tx,3340800,11520,0xff,1431453959.280022,Rx,3340800,11520,0xff,1431453959.280022,0.0
291,Tx,3352320,11520,0xff,1431453960.294038,Rx,3352320,11520,0xff,1431453960.294038,0.0
292,Tx,3363840,11520,0xff,1431453961.287551,Rx,3363840,11520,0xff,1431453961.287551,0.0
293,Tx,3375360,11520,0xff,1431453962.299059,Rx,3375360,11520,0xff,1431453962.299059,0.0
294,Tx,3386880,11520,0xff,1431453963.299568,Rx,3386880,11520,0xff,1431453963.299568,0.0
295,Tx,3398400,11520,0xff,1431453964.300077,Rx,3398400,11520,0xff,1431453964.300077,0.0
296,Tx,3409920,11520,0xff,1431453965.299588,Rx,3409920,11520,0xff,1431453965.299588,0.0
297,Tx,3421440,11520,0xff,1431453966.300596,Rx,3421440,11520,0xff,1431453966.300596,0.0
298,Tx,3432960,11520,0xff,1431453967.294648,Rx,3432960,11520,0xff,1431453967.294648,0.0
299,Tx,3444480,11520,0xff,1431453968.301683,Rx,3444480,11520,0xff,1431453968.301683,0.0
300,Tx,3456000,11520,0xff,1431453969.308697,Rx,3456000,11520,0xff,1431453969.308697,0.0
301,Tx,3467520,11520,0xff,1431453970.315209,Rx,3467520,11520,0xff,1431453970.315209,0.0
302,Tx,3479040,11520,0xff,1431453971.316724,Rx,3479040,11520,0xff,1431453971.316724,0.0
303,Tx,3490560,11520,0xff,1431453972.317234,Rx,3490560,11520,0xff,1431453972.317234,0.0
304,Tx,3502080,11520,0xff,1431453973.317742,Rx,3502080,11520,0xff,1431453973.317742,0.0
305,Tx,3513600,11520,0xff,1431453974.309268,Rx,3513600,11520,0xff,1431453974.309268,0.0
306,Tx,3525120,11520,0xff,1431453975.320278,Rx,3525120,11520,0xff,1431453975.320278,0.0
307,Tx,3536640,11520,0xff,1431453976.319286,Rx,3536640,11520,0xff,1431453976.319286,0.0
308,Tx,3548160,11520,0xff,1431453977.322294,Rx,3548160,11520,0xff,1431453977.322294,0.0
309,Tx,3559680,11520,0xff,1431453978.320303,Rx,3559680,11520,0xff,1431453978.320303,0.0
310,Tx,3571200,11520,0xff,1431453979.32181,Rx,3571200,11520,0xff,1431453979.32181,0.0
311,Tx,3582720,11520,0xff,1431453980.327318,Rx,3582720,11520,0xff,1431453980.327318,0.0
312,Tx,3594240,11520,0xff,1431453981.327826,Rx,3594240,11520,0xff,1431453981.327826,0.0
313,Tx,3605760,11520,0xff,1431453982.319334,Rx,3605760,11520,0xff,1431453982.319334,0.0
314,Tx,3617280,11520,0xff,1431453983.329392,Rx,3617280,11520,0xff,1431453983.329392,0.0
315,Tx,3628800,11520,0xff,1431453984.338444,Rx,3628800,11520,0xff,1431453984.338444,0.0
316,Tx,3640320,11520,0xff,1431453985.345979,Rx,3640320,11520,0xff,1431453985.345979,0.0
317,Tx,3651840,11520,0xff,1431453986.353025,Rx,3651840,11520,0xff,1431453986.353025,0.0
318,Tx,3663360,11520,0xff,1431453987.365075,Rx,3663360,11520,0xff,1431453987.365075,0.0
319,Tx,3674880,11520,0xff,1431453988.375112,Rx,3674880,11520,0xff,1431453988.375112,0.0
320,Tx,3686400,11520,0xff,1431453989.375147,Rx,3686400,11520,0xff,1431453989.375147,0.0
321,Tx,3697920,11520,0xff,1431453990.386182,Rx,3697920,11520,0xff,1431453990.386182,0.0
322,Tx,3709440,11520,0xff,1431453991.391191,Rx,3709440,11520,0xff,1431453991.391191,0.0
323,Tx,3720960,11520,0xff,1431453992.383703,Rx,3720960,11520,0xff,1431453992.383703,0.0
324,Tx,3732480,11520,0xff,1431453993.383709,Rx,3732480,11520,0xff,1431453993.383709,0.0
325,Tx,3744000,11520,0xff,1431453994.390733,Rx,3744000,11520,0xff,1431453994.390733,0.0
326,Tx,3755520,11520,0xff,1431453995.398755,Rx,3755520,11520,0xff,1431453995.398755,0.0
327,Tx,3767040,11520,0xff,1431453996.405258,Rx,3767040,11520,0xff,1431453996.405258,0.0
328,Tx,3778560,11520,0xff,1431453997.405265,Rx,3778560,11520,0xff,1431453997.405265,0.0
329,Tx,3790080,11520,0xff,1431453998.397768,Rx,3790080,11520,0xff,1431453998.397768,0.0
330,Tx,3801600,11520,0xff,1431453999.405272,Rx,3801600,11520,0xff,1431453999.405272,0.0
331,Tx,3813120,11520,0xff,1431454000.406279,Rx,3813120,11520,0xff,1431454000.406279,0.0
332,Tx,3824640,11520,0xff,1431454001.397802,Rx,3824640,11520,0xff,1431454001.397802,0.0
333,Tx,3836160,11520,0xff,1431454002.409345,Rx,3836160,11520,0xff,1431454002.409345,0.0
334,Tx,3847680,11520,0xff,1431454003.419381,Rx,3847680,11520,0xff,1431454003.419381,0.0
335,Tx,3859200,11520,0xff,1431454004.4194,Rx,3859200,11520,0xff,1431454004.4194,0.0
336,Tx,3870720,11520,0xff,1431454005.423409,Rx,3870720,11520,0xff,1431454005.423409,0.0
337,Tx,3882240,11520,0xff,1431454006.420921,Rx,3882240,11520,0xff,1431454006.420921,0.0
338,Tx,3893760,11520,0xff,1431454007.418429,Rx,3893760,11520,0xff,1431454007.418429,0.0
339,Tx,3905280,11520,0xff,1431454008.418433,Rx,3905280,11520,0xff,1431454008.418433,0.0
340,Tx,3916800,11520,0xff,1431454009.425942,Rx,3916800,11520,0xff,1431454009.425942,0.0
341,Tx,3928320,11520,0xff,1431454010.43845,Rx,3928320,11520,0xff,1431454010.43845,0.0
342,Tx,3939840,11520,0xff,1431454011.435958,Rx,3939840,11520,0xff,1431454011.435958,0.0
343,Tx,3951360,11520,0xff,1431454012.433963,Rx,3951360,11520,0xff,1431454012.433963,0.0
344,Tx,3962880,11520,0xff,1431454013.458969,Rx,3962880,11520,0xff,1431454013.458969,0.0
345,Tx,3974400,11520,0xff,1431454014.45748,Rx,3974400,11520,0xff,1431454014.45748,0.0
346,Tx,3985920,11520,0xff,1431454015.455987,Rx,3985920,11520,0xff,1431454015.455987,0.0
347,Tx,3997440,11520,0xff,1431454016.452995,Rx,3997440,11520,0xff,1431454016.452995,0.0
348,Tx,4008960,11520,0xff,1431454017.453001,Rx,4008960,11520,0xff,1431454017.453001,0.0
349,Tx,4020480,11520,0xff,1431454018.470507,Rx,4020480,11520,0xff,1431454018.470507,0.0
350,Tx,4032000,11520,0xff,1431454019.475017,Rx,4032000,11520,0xff,1431454019.475017,0.0
351,Tx,4043520,11520,0xff,1431454020.474525,Rx,4043520,11520,0xff,1431454020.474525,0.0
352,Tx,4055040,11520,0xff,1431454021.487034,Rx,4055040,11520,0xff,1431454021.487034,0.0
353,Tx,4066560,11520,0xff,1431454022.485045,Rx,4066560,11520,0xff,1431454022.485045,0.0
354,Tx,4078080,11520,0xff,1431454023.496556,Rx,4078080,11520,0xff,1431454023.496556,0.0
355,Tx,4089600,11520,0xff,1431454024.512066,Rx,4089600,11520,0xff,1431454024.512066,0.0
356,Tx,4101120,11520,0xff,1431454025.525075,Rx,4101120,11520,0xff,1431454025.525075,0.0
357,Tx,4112640,11520,0xff,1431454026.525087,Rx,4112640,11520,0xff,1431454026.525087,0.0
358,Tx,4124160,11520,0xff,1431454027.540597,Rx,4124160,11520,0xff,1431454027.540597,0.0
359,Tx,4135680,11520,0xff,1431454028.541108,Rx,4135680,11520,0xff,1431454028.541108,0.0
360,Tx,4147200,11520,0xff,1431454029.543118,Rx,4147200,11520,0xff,1431454029.543118,0.0
361,Tx,4158720,11520,0xff,1431454030.536624,Rx,4158720,11520,0xff,1431454030.536624,0.0
362,Tx,4170240,11520,0xff,1431454031.536131,Rx,4170240,11520,0xff,1431454031.536131,0.0
363,Tx,4181760,11520,0xff,1431454032.554141,Rx,4181760,11520,0xff,1431454032.554141,0.0
364,Tx,4193280,11520,0xff,1431454033.546648,Rx,4193280,11520,0xff,1431454033.546648,0.0
365,Tx,4204800,11520,0xff,1431454034.555653,Rx,4204800,11520,0xff,1431454034.555653,0.0
366,Tx,4216320,11520,0xff,1431454035.581665,Rx,4216320,11520,0xff,1431454035.581665,0.0
367,Tx,4227840,11520,0xff,1431454036.576171,Rx,4227840,11520,0xff,1431454036.576171,0.0
368,Tx,4239360,11520,0xff,1431454037.581677,Rx,4239360,11520,0xff,1431454037.581677,0.0
369,Tx,4250880,11520,0xff,1431454038.575683,Rx,4250880,11520,0xff,1431454038.575683,0.0
370,Tx,4262400,11520,0xff,1431454039.575193,Rx,4262400,11520,0xff,1431454039.575193,0.0
371,Tx,4273920,11520,0xff,1431454040.5807,Rx,4273920,11520,0xff,1431454040.5807,0.0
372,Tx,4285440,11520,0xff,1431454041.577211,Rx,4285440,11520,0xff,1431454041.577211,0.0
373,Tx,4296960,11520,0xff,1431454042.58072,Rx,4296960,11520,0xff,1431454042.58072,0.0
374,Tx,4308480,11520,0xff,1431454043.582226,Rx,4308480,11520,0xff,1431454043.582226,0.0
375,Tx,4320000,11520,0xff,1431454044.607234,Rx,4320000,11520,0xff,1431454044.607234,0.0
376,Tx,4331520,11520,0xff,1431454045.604241,Rx,4331520,11520,0xff,1431454045.604241,0.0
377,Tx,4343040,11520,0xff,1431454046.633748,Rx,4343040,11520,0xff,1431454046.633748,0.0
378,Tx,4354560,11520,0xff,1431454047.626758,Rx,4354560,11520,0xff,1431454047.626758,0.0
379,Tx,4366080,11520,0xff,1431454048.633267,Rx,4366080,11520,0xff,1431454048.633267,0.0
380,Tx,4377600,11520,0xff,1431454049.625273,Rx,4377600,11520,0xff,1431454049.625273,0.0
381,Tx,4389120,11520,0xff,1431454050.62928,Rx,4389120,11520,0xff,1431454050.62928,0.0
382,Tx,4400640,11520,0xff,1431454051.631789,Rx,4400640,11520,0xff,1431454051.631789,0.0
383,Tx,4412160,11520,0xff,1431454052.630797,Rx,4412160,11520,0xff,1431454052.630797,0.0
384,Tx,4423680,11520,0xff,1431454053.626308,Rx,4423680,11520,0xff,1431454053.626308,0.0
385,Tx,4435200,11520,0xff,1431454054.627316,Rx,4435200,11520,0xff,1431454054.627316,0.0
386,Tx,4446720,11520,0xff,1431454055.632827,Rx,4446720,11520,0xff,1431454055.632827,0.0
387,Tx,4458240,11520,0xff,1431454056.625336,Rx,4458240,11520,0xff,1431454056.625336,0.0
388,Tx,4469760,11520,0xff,1431454057.626343,Rx,4469760,11520,0xff,1431454057.627343,999.9275207519531
389,Tx,4481280,11520,0xff,1431454058.644352,Rx,4481280,11520,0xff,1431454058.644352,0.0
390,Tx,4492800,11520,0xff,1431454059.655863,Rx,4492800,11520,0xff,1431454059.655863,0.0
391,Tx,4504320,11520,0xff,1431454060.65237,Rx,4504320,11520,0xff,1431454060.65237,0.0
392,Tx,4515840,11520,0xff,1431454061.677878,Rx,4515840,11520,0xff,1431454061.677878,0.0
393,Tx,4527360,11520,0xff,1431454062.679387,Rx,4527360,11520,0xff,1431454062.679387,0.0
394,Tx,4538880,11520,0xff,1431454063.670393,Rx,4538880,11520,0xff,1431454063.670393,0.0
395,Tx,4550400,11520,0xff,1431454064.676397,Rx,4550400,11520,0xff,1431454064.676397,0.0
396,Tx,4561920,11520,0xff,1431454065.671404,Rx,4561920,11520,0xff,1431454065.671404,0.0
397,Tx,4573440,11520,0xff,1431454066.670413,Rx,4573440,11520,0xff,1431454066.670413,0.0
398,Tx,4584960,11520,0xff,1431454067.67942,Rx,4584960,11520,0xff,1431454067.67942,0.0
399,Tx,4596480,11520,0xff,1431454068.672426,Rx,4596480,11520,0xff,1431454068.672426,0.0
400,Tx,4608000,11520,0xff,1431454069.676433,Rx,4608000,11520,0xff,1431454069.676433,0.0
401,Tx,4619520,11520,0xff,1431454070.670941,Rx,4619520,11520,0xff,1431454070.670941,0.0
402,Tx,4631040,11520,0xff,1431454071.675452,Rx,4631040,11520,0xff,1431454071.675452,0.0
403,Tx,4642560,11520,0xff,1431454072.670463,Rx,4642560,11520,0xff,1431454072.670463,0.0
404,Tx,4654080,11520,0xff,1431454073.67747,Rx,4654080,11520,0xff,1431454073.67747,0.0
405,Tx,4665600,11520,0xff,1431454074.672978,Rx,4665600,11520,0xff,1431454074.672978,0.0
406,Tx,4677120,11520,0xff,1431454075.677989,Rx,4677120,11520,0xff,1431454075.677989,0.0
407,Tx,4688640,11520,0xff,1431454076.676497,Rx,4688640,11520,0xff,1431454076.676497,0.0
408,Tx,4700160,11520,0xff,1431454077.672507,Rx,4700160,11520,0xff,1431454077.672507,0.0
409,Tx,4711680,11520,0xff,1431454078.690016,Rx,4711680,11520,0xff,1431454078.690016,0.0
410,Tx,4723200,11520,0xff,1431454079.691523,Rx,4723200,11520,0xff,1431454079.691523,0.0
411,Tx,4734720,11520,0xff,1431454080.690528,Rx,4734720,11520,0xff,1431454080.690528,0.0
412,Tx,4746240,11520,0xff,1431454081.700537,Rx,4746240,11520,0xff,1431454081.700537,0.0
413,Tx,4757760,11520,0xff,1431454082.699545,Rx,4757760,11520,0xff,1431454082.699545,0.0
414,Tx,4769280,11520,0xff,1431454083.706051,Rx,4769280,11520,0xff,1431454083.706051,0.0
415,Tx,4780800,11520,0xff,1431454084.703558,Rx,4780800,11520,0xff,1431454084.703558,0.0
416,Tx,4792320,11520,0xff,1431454085.700065,Rx,4792320,11520,0xff,1431454085.700065,0.0
417,Tx,4803840,11520,0xff,1431454086.701073,Rx,4803840,11520,0xff,1431454086.701073,0.0
418,Tx,4815360,11520,0xff,1431454087.701082,Rx,4815360,11520,0xff,1431454087.701082,0.0
419,Tx,4826880,11520,0xff,1431454088.702092,Rx,4826880,11520,0xff,1431454088.702092,0.0
420,Tx,4838400,11520,0xff,1431454089.700599,Rx,4838400,11520,0xff,1431454089.700599,0.0
421,Tx,4849920,11520,0xff,1431454090.719608,Rx,4849920,11520,0xff,1431454090.719608,0.0
422,Tx,4861440,11520,0xff,1431454091.710618,Rx,4861440,11520,0xff,1431454091.710618,0.0
423,Tx,4872960,11520,0xff,1431454092.716124,Rx,4872960,11520,0xff,1431454092.716124,0.0
424,Tx,4884480,11520,0xff,1431454093.715132,Rx,4884480,11520,0xff,1431454093.715132,0.0
425,Tx,4896000,11520,0xff,1431454094.715141,Rx,4896000,11520,0xff,1431454094.715141,0.0
426,Tx,4907520,11520,0xff,1431454095.739649,Rx,4907520,11520,0xff,1431454095.739649,0.0
427,Tx,4919040,11520,0xff,1431454096.737155,Rx,4919040,11520,0xff,1431454096.737155,0.0
428,Tx,4930560,11520,0xff,1431454097.736662,Rx,4930560,11520,0xff,1431454097.736662,0.0
429,Tx,4942080,11520,0xff,1431454098.739172,Rx,4942080,11520,0xff,1431454098.739172,0.0
430,Tx,4953600,11520,0xff,1431454099.732204,Rx,4953600,11520,0xff,1431454099.732204,0.0
431,Tx,4965120,11520,0xff,1431454100.738738,Rx,4965120,11520,0xff,1431454100.738738,0.0
432,Tx,4976640,11520,0xff,1431454101.748254,Rx,4976640,11520,0xff,1431454101.748254,0.0
433,Tx,4988160,11520,0xff,1431454102.75577,Rx,4988160,11520,0xff,1431454102.75577,0.0
434,Tx,4999680,11520,0xff,1431454103.762291,Rx,4999680,11520,0xff,1431454103.762291,0.0
435,Tx,5011200,11520,0xff,1431454104.755805,Rx,5011200,11520,0xff,1431454104.755805,0.0
436,Tx,5022720,11520,0xff,1431454105.762844,Rx,5022720,11520,0xff,1431454105.762844,0.0
437,Tx,5034240,11520,0xff,1431454106.771357,Rx,5034240,11520,0xff,1431454106.771357,0.0
438,Tx,5045760,11520,0xff,1431454107.779872,Rx,5045760,11520,0xff,1431454107.779872,0.0
439,Tx,5057280,11520,0xff,1431454108.788385,Rx,5057280,11520,0xff,1431454108.788385,0.0
440,Tx,5068800,11520,0xff,1431454109.797396,Rx,5068800,11520,0xff,1431454109.797396,0.0
441,Tx,5080320,11520,0xff,1431454110.796403,Rx,5080320,11520,0xff,1431454110.796403,0.0
442,Tx,5091840,11520,0xff,1431454111.801413,Rx,5091840,11520,0xff,1431454111.801413,0.0
443,Tx,5103360,11520,0xff,1431454112.795924,Rx,5103360,11520,0xff,1431454112.795924,0.0
444,Tx,5114880,11520,0xff,1431454113.799932,Rx,5114880,11520,0xff,1431454113.799932,0.0
445,Tx,5126400,11520,0xff,1431454114.820443,Rx,5126400,11520,0xff,1431454114.820443,0.0
446,Tx,5137920,11520,0xff,1431454115.844453,Rx,5137920,11520,0xff,1431454115.844453,0.0
447,Tx,5149440,11520,0xff,1431454116.856465,Rx,5149440,11520,0xff,1431454116.856465,0.0
448,Tx,5160960,11520,0xff,1431454117.859972,Rx,5160960,11520,0xff,1431454117.859972,0.0
449,Tx,5172480,11520,0xff,1431454118.870027,Rx,5172480,11520,0xff,1431454118.870027,0.0
450,Tx,5184000,11520,0xff,1431454119.877085,Rx,5184000,11520,0xff,1431454119.877085,0.0
451,Tx,5195520,11520,0xff,1431454120.884142,Rx,5195520,11520,0xff,1431454120.884142,0.0
452,Tx,5207040,11520,0xff,1431454121.8912,Rx,5207040,11520,0xff,1431454121.8912,0.0
453,Tx,5218560,11520,0xff,1431454122.898258,Rx,5218560,11520,0xff,1431454122.898258,0.0
454,Tx,5230080,11520,0xff,1431454123.905315,Rx,5230080,11520,0xff,1431454123.905315,0.0
455,Tx,5241600,11520,0xff,1431454124.912373,Rx,5241600,11520,0xff,1431454124.912373,0.0
456,Tx,5253120,11520,0xff,1431454125.91943,Rx,5253120,11520,0xff,1431454125.91943,0.0
457,Tx,5264640,11520,0xff,1431454126.927488,Rx,5264640,11520,0xff,1431454126.927488,0.0
458,Tx,5276160,11520,0xff,1431454127.934546,Rx,5276160,11520,0xff,1431454127.934546,0.0
459,Tx,5287680,11520,0xff,1431454128.947085,Rx,5287680,11520,0xff,1431454128.947085,0.0
460,Tx,5299200,11520,0xff,1431454129.943092,Rx,5299200,11520,0xff,1431454129.943092,0.0
461,Tx,5310720,11520,0xff,1431454130.943128,Rx,5310720,11520,0xff,1431454130.943128,0.0
462,Tx,5322240,11520,0xff,1431454131.950676,Rx,5322240,11520,0xff,1431454131.950676,0.0
463,Tx,5333760,11520,0xff,1431454132.957734,Rx,5333760,11520,0xff,1431454132.957734,0.0
464,Tx,5345280,11520,0xff,1431454133.965791,Rx,5345280,11520,0xff,1431454133.965791,0.0
465,Tx,5356800,11520,0xff,1431454134.972849,Rx,5356800,11520,0xff,1431454134.972849,0.0
466,Tx,5368320,11520,0xff,1431454135.979907,Rx,5368320,11520,0xff,1431454135.979907,0.0
467,Tx,5379840,11520,0xff,1431454136.986964,Rx,5379840,11520,0xff,1431454136.986964,0.0
468,Tx,5391360,11520,0xff,1431454137.995022,Rx,5391360,11520,0xff,1431454137.995022,0.0
469,Tx,5402880,11520,0xff,1431454139.002079,Rx,5402880,11520,0xff,1431454139.002079,0.0
470,Tx,5414400,11520,0xff,1431454140.011095,Rx,5414400,11520,0xff,1431454140.011095,0.0
471,Tx,5425920,11520,0xff,1431454141.009107,Rx,5425920,11520,0xff,1431454141.009107,0.0
472,Tx,5437440,11520,0xff,1431454142.013121,Rx,5437440,11520,0xff,1431454142.013121,0.0
473,Tx,5448960,11520,0xff,1431454143.013132,Rx,5448960,11520,0xff,1431454143.013132,0.0
474,Tx,5460480,11520,0xff,1431454144.012142,Rx,5460480,11520,0xff,1431454144.012142,0.0
475,Tx,5472000,11520,0xff,1431454145.010655,Rx,5472000,11520,0xff,1431454145.010655,0.0
476,Tx,5483520,11520,0xff,1431454146.016166,Rx,5483520,11520,0xff,1431454146.016166,0.0
477,Tx,5495040,11520,0xff,1431454147.009174,Rx,5495040,11520,0xff,1431454147.009174,0.0
478,Tx,5506560,11520,0xff,1431454148.016686,Rx,5506560,11520,0xff,1431454148.016686,0.0
479,Tx,5518080,11520,0xff,1431454149.024198,Rx,5518080,11520,0xff,1431454149.024198,0.0
480,Tx,5529600,11520,0xff,1431454150.033212,Rx,5529600,11520,0xff,1431454150.033212,0.0
481,Tx,5541120,11520,0xff,1431454151.040727,Rx,5541120,11520,0xff,1431454151.040727,0.0
482,Tx,5552640,11520,0xff,1431454152.05574,Rx,5552640,11520,0xff,1431454152.05574,0.0
483,Tx,5564160,11520,0xff,1431454153.081749,Rx,5564160,11520,0xff,1431454153.081749,0.0
484,Tx,5575680,11520,0xff,1431454154.073257,Rx,5575680,11520,0xff,1431454154.073257,0.0
485,Tx,5587200,11520,0xff,1431454155.079769,Rx,5587200,11520,0xff,1431454155.079769,0.0
486,Tx,5598720,11520,0xff,1431454156.080279,Rx,5598720,11520,0xff,1431454156.080279,0.0
487,Tx,5610240,11520,0xff,1431454157.079287,Rx,5610240,11520,0xff,1431454157.079287,0.0
488,Tx,5621760,11520,0xff,1431454158.098296,Rx,5621760,11520,0xff,1431454158.099296,1000.1659393310547
489,Tx,5633280,11520,0xff,1431454159.115308,Rx,5633280,11520,0xff,1431454159.115308,0.0
490,Tx,5644800,11520,0xff,1431454160.115315,Rx,5644800,11520,0xff,1431454160.115315,0.0
491,Tx,5656320,11520,0xff,1431454161.140825,Rx,5656320,11520,0xff,1431454161.140825,0.0
492,Tx,5667840,11520,0xff,1431454162.141334,Rx,5667840,11520,0xff,1431454162.141334,0.0
493,Tx,5679360,11520,0xff,1431454163.139344,Rx,5679360,11520,0xff,1431454163.139344,0.0
494,Tx,5690880,11520,0xff,1431454164.149854,Rx,5690880,11520,0xff,1431454164.149854,0.0
495,Tx,5702400,11520,0xff,1431454165.150865,Rx,5702400,11520,0xff,1431454165.150865,0.0
496,Tx,5713920,11520,0xff,1431454166.155875,Rx,5713920,11520,0xff,1431454166.155875,0.0
497,Tx,5725440,11520,0xff,1431454167.173411,Rx,5725440,11520,0xff,1431454167.173411,0.0
498,Tx,5736960,11520,0xff,1431454168.183946,Rx,5736960,11520,0xff,1431454168.183946,0.0
499,Tx,5748480,11520,0xff,1431454169.181956,Rx,5748480,11520,0xff,1431454169.182956,999.9275207519531
500,Tx,5760000,11520,0xff,1431454170.198966,Rx,5760000,11520,0xff,1431454170.198966,0.0
501,Tx,5771520,11520,0xff,1431454171.192504,Rx,5771520,11520,0xff,1431454171.192504,0.0
502,Tx,5783040,11520,0xff,1431454172.199519,Rx,5783040,11520,0xff,1431454172.199519,0.0
503,Tx,5794560,11520,0xff,1431454173.200032,Rx,5794560,11520,0xff,1431454173.200032,0.0
504,Tx,5806080,11520,0xff,1431454174.217043,Rx,5806080,11520,0xff,1431454174.217043,0.0
505,Tx,5817600,11520,0xff,1431454175.209054,Rx,5817600,11520,0xff,1431454175.209054,0.0
506,Tx,5829120,11520,0xff,1431454176.212572,Rx,5829120,11520,0xff,1431454176.212572,0.0
507,Tx,5840640,11520,0xff,1431454177.208592,Rx,5840640,11520,0xff,1431454177.208592,0.0
508,Tx,5852160,11520,0xff,1431454178.224115,Rx,5852160,11520,0xff,1431454178.224115,0.0
509,Tx,5863680,11520,0xff,1431454179.265132,Rx,5863680,11520,0xff,1431454179.265132,0.0
510,Tx,5875200,11520,0xff,1431454180.273646,Rx,5875200,11520,0xff,1431454180.273646,0.0
511,Tx,5886720,11520,0xff,1431454181.288655,Rx,5886720,11520,0xff,1431454181.288655,0.0
512,Tx,5898240,11520,0xff,1431454182.281664,Rx,5898240,11520,0xff,1431454182.282664,1000.1659393310547
513,Tx,5909760,11520,0xff,1431454183.290171,Rx,5909760,11520,0xff,1431454183.290171,0.0
514,Tx,5921280,11520,0xff,1431454184.297185,Rx,5921280,11520,0xff,1431454184.297185,0.0
515,Tx,5932800,11520,0xff,1431454185.307192,Rx,5932800,11520,0xff,1431454185.307192,0.0
516,Tx,5944320,11520,0xff,1431454186.324703,Rx,5944320,11520,0xff,1431454186.324703,0.0
517,Tx,5955840,11520,0xff,1431454187.333713,Rx,5955840,11520,0xff,1431454187.333713,0.0
518,Tx,5967360,11520,0xff,1431454188.33472,Rx,5967360,11520,0xff,1431454188.33472,0.0
519,Tx,5978880,11520,0xff,1431454189.334726,Rx,5978880,11520,0xff,1431454189.334726,0.0
520,Tx,5990400,11520,0xff,1431454190.332732,Rx,5990400,11520,0xff,1431454190.332732,0.0
521,Tx,6001920,11520,0xff,1431454191.340241,Rx,6001920,11520,0xff,1431454191.340241,0.0
522,Tx,6013440,11520,0xff,1431454192.334747,Rx,6013440,11520,0xff,1431454192.334747,0.0
523,Tx,6024960,11520,0xff,1431454193.332753,Rx,6024960,11520,0xff,1431454193.332753,0.0
524,Tx,6036480,11520,0xff,1431454194.333761,Rx,6036480,11520,0xff,1431454194.333761,0.0
525,Tx,6048000,11520,0xff,1431454195.331773,Rx,6048000,11520,0xff,1431454195.331773,0.0
526,Tx,6059520,11520,0xff,1431454196.335781,Rx,6059520,11520,0xff,1431454196.335781,0.0
527,Tx,6071040,11520,0xff,1431454197.331827,Rx,6071040,11520,0xff,1431454197.331827,0.0
